"Ativo","Data","roic","roe","roa","margem_liquida","margem_ebit","divida_liquida_ebitda","receita_liquida","ebit","deprec","deprec2","deprec3","deprec4","lucro_liquido","ativo_total","passivo_circulante","total_emprestimos_e_financiamentos","caixa_e_equivalentes","aplicacoes_financeiras","patrimonio_liquido","participacao_nao_controladora_acionistas","total_emprestimos_e_financiamentos_lp","capital_investido","ebitda","divida_bruta","divida_liquida"
"BBAS3<XBSP>","4T2004","-",21.438190643,1.2651996079,9.827753045,"-","-","-","-",511587,"-","-","-",3024006,239014143,1.82819355E11,"-","-","-",14105696,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2005","-",22.587717257,1.3728945798,10.773098799,"-","-","-","-","-","-","-","-",3373001.0045,245685361,1.93144802E11,"-","-","-",14932899,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2005","-",23.271480937,1.5321629476,11.470727523,"-","-","-","-","-","-","-","-",3582089,233792953,1.82312941E11,"-","-","-",15392613,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2005","-",24.886693431,1.705627105,12.711083001,"-","-","-","-","-","-","-","-",4187498,245510756,1.94505558E11,"-","-","-",16826253,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2005","-",24.650802231,1.6418892615,12.467303958,"-","-","-","-",645286,"-","-","-",4153602,252976988,1.85189027E11,"-","-","-",16849764,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2006","-",28.797313891,2.0903102563,15.97249655,"-","-","-","-","-","-","-","-",5531691,264634926,1.89896258E11,"-","-","-",19209052,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2006","-",31.613338997,2.2140862614,16.972917656,"-","-","-","-","-","-","-","-",6062956,273835582,2.04805692E11,"-","-","-",19178474,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2006","-",27.392163465,1.9645405753,15.44098026,"-","-","-","-","-","-","-","-",5532441,281615003,2.12583102E11,"-","-","-",20197167,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2006","-",29.115189315,2.0393609224,16.269726594,"-","-","-","-",698634,"-","-","-",6043777,296356419,2.23615575E11,"-","-","-",20758158,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2007","-",23.61489084,1.5874276008,13.62678312,"-","-","-","-","-","-","-","-",5109898,321898019,2.4423024E11,"-","-","-",21638457,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2007","-",20.769643466,1.3913535183,11.993998697,"-","-","-","-","-","-","-","-",4632756,332967570,2.54442297E11,"-","-","-",22305419,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2007","-",22.064990804,1.4863853098,12.715780284,"-","-","-","-","-","-","-","-",5089355,342398096,2.70084342E11,"-","-","-",23065294,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2007","-",20.8478237,1.4138687811,12.405530538,"-","-","-","-",1096985,"-","-","-",5058119,357750243,2.80110906E11,"-","-","-",24262096,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2008","-",23.603071173,1.4811587804,14.255329451,"-","-","-","-","-","-","-","-",5996795,404871853,3.11113113E11,"-","-","-",25406842,0,"-","-","-","-","-"
"BBAS3<XBSP>","2T2008","-",24.923324841,1.5780267014,15.248370125,"-","-","-","-","-","-","-","-",6572528,416502965,3.17257111E11,"-","-","-",26370992,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2008","-",25.370167648,1.5419181702,14.656721442,"-","-","-","-","-","-","-","-",7075448,458873119,3.40910755E11,"-","-","-",27888850,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2008","-",29.404386109,1.6887191722,15.41228068,"-","-","-","-","-","-","-","-",8802869,521272817,3.78074414E11,"-","-","-",29937250,-104,"-","-","-","-","-"
"BBAS3<XBSP>","1T2009","-",25.623264236,1.3719345869,13.312619891,"-","-","-","-","-","-","-","-",8120881,591925233,4.41431111E11,"-","-","-",30858853,834326,"-","-","-","-","-"
"BBAS3<XBSP>","2T2009","-",26.625321457,1.4737582366,13.452132572,"-","-","-","-","-","-","-","-",8824855,598838587,4.40186012E11,"-","-","-",32360165,786601,"-","-","-","-","-"
"BBAS3<XBSP>","3T2009","-",26.535146583,1.3034780038,13.478964612,"-","-","-","-","-","-","-","-",8936407,685684298,5.04014461E11,"-","-","-",33661341,21322,"-","-","-","-","-"
"BBAS3<XBSP>","4T2009","-",28.096007448,1.432238737,15.439288128,"-","-","-","-","-","-","-","-",10147522,708548843,5.03739681E11,"-","-","-",36119265,141,"-","-","-","-","-"
"BBAS3<XBSP>","1T2010","-",28.777355176,1.4945210801,15.584819899,"-","-","-","-","-","-","-","-",10832914,724881378,5.07871359E11,"-","-","-",37645812,125,"-","-","-","-","-"
"BBAS3<XBSP>","2T2010","-",28.501537252,1.4834071059,15.297659961,"-","-","-","-","-","-","-","-",11210195,755705629,5.18782738E11,"-","-","-",39331839,43,"-","-","-","-","-"
"BBAS3<XBSP>","3T2010","-",24.594651526,1.4878838968,15.084235907,"-","-","-","-","-","-","-","-",11856489,796815264,5.45868991E11,"-","-","-",48204242,84,"-","-","-","-","-"
"BBAS3<XBSP>","4T2010","-",23.201836898,1.4427472841,14.192736979,"-","-","-","-","-","-","-","-",11703165,811172208,5.32710235E11,"-","-","-",50440636,47,"-","-","-","-","-"
"BBAS3<XBSP>","1T2011","-",23.570194485,1.4175125805,14.163171906,"-","-","-","-","-","-","-","-",12284653,866636118,5.68260867E11,"-","-","-",52119484,52,"-","-","-","-","-"
"BBAS3<XBSP>","2T2011","-",23.64860284,1.428600738,14.040378704,"-","-","-","-","-","-","-","-",12889256,904145130,5.961539E11,"-","-","-",54221194,397779,"-","-","-","-","-"
"BBAS3<XBSP>","3T2011","-",23.292539086,1.3908249922,13.206872281,"-","-","-","-","-","-","-","-",13209778,949781466,6.19074674E11,"-","-","-",56224218,488354,"-","-","-","-","-"
"BBAS3<XBSP>","4T2011","-",20.917289109,1.2452862385,11.825379498,"-","-","-","-","-","-","-","-",12125990,981229907,6.20776955E11,"-","-","-",57972442,443928,"-","-","-","-","-"
"BBAS3<XBSP>","1T2012","-",19.690305276,1.1765669995,11.122100116,"-","-","-","-","-","-","-","-",11695863,1004971498,6.28892265E11,"-","-","-",59589517,461167,"-","-","-","-","-"
"BBAS3<XBSP>","2T2012","-",18.479075018,1.0951017883,10.552493016,"-","-","-","-","-","-","-","-",11373739,1051409661,6.4490044E11,"-","-","-",61776704,531642,"-","-","-","-","-"
"BBAS3<XBSP>","3T2012","-",17.733481867,1.0297776008,10.862930061,"-","-","-","-","-","-","-","-",11156083,1103913213,6.9618712E11,"-","-","-",63544875,559011,"-","-","-","-","-"
"BBAS3<XBSP>","4T2012","-",18.473023256,1.0608662769,11.762625213,"-","-","-","-","-","-","-","-",12205120,1150486189,7.25824397E11,"-","-","-",65495798,574167,"-","-","-","-","-"
"BBAS3<XBSP>","1T2013","-",19.737756126,1.0397970524,12.037253897,"-","-","-","-","-","-","-","-",12259895,1179208286,7.3336903E11,"-","-","-",61541819,579594,"-","-","-","-","-"
"BBAS3<XBSP>","2T2013","-",26.121544751,1.3918015101,16.582348429,"-","-","-","-","-","-","-","-",16723798,1214699573,7.7058634E11,"-","-","-",62242192,2479122,"-","-","-","-","-"
"BBAS3<XBSP>","3T2013","-",25.889108375,1.3553363885,15.811085508,"-","-","-","-","-","-","-","-",16699888,1259259852,7.99687215E11,"-","-","-",63535798,2388477,"-","-","-","-","-"
"BBAS3<XBSP>","4T2013","-",22.981451176,1.2729590835,14.391125422,"-","-","-","-","-","-","-","-",15757937,1303915123,8.12028739E11,"-","-","-",69526297,2698498,"-","-","-","-","-"
"BBAS3<XBSP>","1T2014","-",23.129798771,1.24122589,13.802486506,"-","-","-","-","-","-","-","-",15878524,1369965301,8.62881171E11,"-","-","-",71033863,2483266,"-","-","-","-","-"
"BBAS3<XBSP>","2T2014","-",17.36541366,0.88976460917,9.676922875,"-","-","-","-","-","-","-","-",11235317,1401127767,8.84544553E11,"-","-","-",69049972,2740653,"-","-","-","-","-"
"BBAS3<XBSP>","3T2014","-",15.621919581,0.88655601899,9.186982832,"-","-","-","-","-","-","-","-",11311994,1431629105,9.14893427E11,"-","-","-",78491032,2755027,"-","-","-","-","-"
"BBAS3<XBSP>","4T2014","-",15.780306385,0.88494867557,8.6521636845,"-","-","-","-","-","-","-","-",11245814,1437485512,9.31769187E11,"-","-","-",77519742,3093452,"-","-","-","-","-"
"BBAS3<XBSP>","1T2015","-",19.072872032,1.0464596636,9.638054798,"-","-","-","-","-","-","-","-",14386566,1523665704,9.85591737E11,"-","-","-",80329415,3268624,"-","-","-","-","-"
"BBAS3<XBSP>","2T2015","-",19.693852645,1.0610801486,9.5303607838,"-","-","-","-","-","-","-","-",14565548,1533864244,9.72591019E11,"-","-","-",79688139,2954548,"-","-","-","-","-"
"BBAS3<XBSP>","3T2015","-",19.838487751,1.0557417241,8.5969567526,"-","-","-","-","-","-","-","-",14847293,1574960866,9.46837657E11,"-","-","-",80197166,3617282,"-","-","-","-","-"
"BBAS3<XBSP>","4T2015","-",19.796787617,1.1520385203,8.9016429285,"-","-","-","-","-","-","-","-",14399559,1401128757,9.32430465E11,"-","-","-",78408095,3128078,"-","-","-","-","-"
"BBAS3<XBSP>","1T2016","-",15.051627284,0.90162868559,7.6650098419,"-","-","-","-","-","-","-","-",10940260,1404881655,9.38008275E11,"-","-","-",80842298,3313493,"-","-","-","-","-"
"BBAS3<XBSP>","2T2016","-",14.480747588,0.83620222917,7.3502931699,"-","-","-","-","-","-","-","-",10397750,1445115497,1.011489183E12,"-","-","-",80347103,3102235,"-","-","-","-","-"
"BBAS3<XBSP>","3T2016","-",13.096999434,0.77525188398,7.5809470892,"-","-","-","-","-","-","-","-",9581786,1448211895,1.024746296E12,"-","-","-",82364758,3359381,"-","-","-","-","-"
"BBAS3<XBSP>","4T2016","-",11.134507665,0.69278967616,5.8029290659,"-","-","-","-","-","-","-","-",8033556,1401376974,1.004424338E12,"-","-","-",87193752,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2017","-",10.909689337,0.69873808962,5.7104733814,"-","-","-","-","-","-","-","-",8117526,1402399432,1.055777918E12,"-","-","-",86243253,3576894,"-","-","-","-","-"
"BBAS3<XBSP>","2T2017","-",10.91470263,0.68543438468,5.8034990926,"-","-","-","-","-","-","-","-",8271160,1445613792,1.104357067E12,"-","-","-",87503228,3280134,"-","-","-","-","-"
"BBAS3<XBSP>","3T2017","-",11.283907027,0.75418006457,6.7600576848,"-","-","-","-","-","-","-","-",8865867,1399890755,1.063390677E12,"-","-","-",89884948,3679249,"-","-","-","-","-"
"BBAS3<XBSP>","4T2017","-",12.824527663,0.92468588752,8.8885928087,"-","-","-","-","-","-","-","-",11010776,1369201171,1.006184142E12,"-","-","-",98723402,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2018","-",12.771202485,0.90860275402,9.7709105933,"-","-","-","-","-","-","-","-",11316567,1422830268,1.042264292E12,"-","-","-",97516581,3710183,"-","-","-","-","-"
"BBAS3<XBSP>","2T2018","-",13.112492605,0.92800215962,9.7150815808,"-","-","-","-","-","-","-","-",11832892,1450252875,1.05114418E12,"-","-","-",102637831,0,"-","-","-","-","-"
"BBAS3<XBSP>","3T2018","-",13.177089803,0.92993511325,9.727157292,"-","-","-","-","-","-","-","-",12167420,1471117157,1.070000789E12,"-","-","-",103819851,0,"-","-","-","-","-"
"BBAS3<XBSP>","4T2018","-",13.943739013,1.0060994407,10.601607224,"-","-","-","-","-","-","-","-",12862026,1417143716,1.039439783E12,"-","-","-",102252882,0,"-","-","-","-","-"
"BBAS3<XBSP>","1T2019","-",14.796764314,1.0248768252,11.285429829,"-","-","-","-","-","-","-","-",14118004,1516959367,1.153096772E12,"-","-","-",102301833,2768199,"-","-","-","-","-"
"BBAS3<XBSP>","2T2019","-",16.326459996,1.0796445145,13.238740247,"-","-","-","-","-","-","-","-",15190300,1541400042,1.196703151E12,"-","-","-",99406544,2523948,"-","-","-","-","-"
"BBAS3<XBSP>","3T2019","-",17.537964126,1.240269705,14.366803088,"-","-","-","-","-","-","-","-",16271028,1497428900,1.136372132E12,"-","-","-",102247592,3649289,"-","-","-","-","-"
"BBAS3<XBSP>","4T2019","-",19.015294207,1.4050922731,15.993887346,"-","-","-","-","-","-","-","-",18162067,1469222655,1.079106888E12,"-","-","-",106661238,1903656,"-","-","-","-","-"
"BBAS3<XBSP>","1T2020","-",17.632295661,1.2532521524,13.700545896,"-","-","-","-","-","-","-","-",17361958,1580190384,"-","-","-","-",109994939,2320385,"-","-","-","-","-"
"BBAS3<XBSP>","2T2020","-",16.363045404,1.0987221638,13.136334088,"-","-","-","-","-","-","-","-",16363403,1710233999,"-","-","-","-",112809879,2026446,"-","-","-","-","-"
"BBAS3<XBSP>","3T2020","-",13.781016155,0.9525171493,12.787621554,"-","-","-","-","-","-","-","-",15192165,1769923199,"-","-","-","-",119918561,2415103,"-","-","-","-","-"
"BBAS3<XBSP>","4T2020","-",11.241854239,0.82715069413,11.667653718,"-","-","-","-","-","-","-","-",12697385,1725671888,"-","-","-","-",124567652,2403457,"-","-","-","-","-"
"BBAS3<XBSP>","1T2021","-",11.104862062,0.83896575676,14.369804826,"-","-","-","-","-","-","-","-",13718611,1829203740,"-","-","-","-",135457197,2738063,"-","-","-","-","-"
"BBAS3<XBSP>","2T2021","-",12.04191448,0.94399964196,18.771461858,"-","-","-","-","-","-","-","-",16033557,1859954519,"-","-","-","-",143243032,2564049,"-","-","-","-","-"
"BBAS3<XBSP>","3T2021","-",12.908408591,0.96392506529,17.62224311,"-","-","-","-","-","-","-","-",17557493,1975406874,"-","-","-","-",144554003,2957922,"-","-","-","-","-"
"BBAS3<XBSP>","4T2021","-",14.715124315,1.1030039452,16.020309197,"-","-","-","-","-","-","-","-",19710402,1932532979,"-","-","-","-",141995018,2862168,"-","-","-","-","-"
"BBAS3<XBSP>","1T2022","-",15.596851951,1.1712488071,17.008682382,"-","-","-","-","-","-","-","-",22144913,2037602246,"-","-","-","-",149773990,3240170,"-","-","-","-","-"
"BBAS3<XBSP>","2T2022","-",16.810672669,1.2537482419,13.510392309,"-","-","-","-","-","-","-","-",24245751,2091607958,"-","-","-","-",152675285,3317866,"-","-","-","-","-"
"BBAS3<XBSP>","3T2022","-",19.031443571,1.3999070193,13.217522593,"-","-","-","-","-","-","-","-",27736186,2146486987,"-","-","-","-",153898420,3991978,"-","-","-","-","-"
"BBAS3<XBSP>","4T2022","-",20.565838563,1.6581558487,13.944196048,"-","-","-","-","-","-","-","-",31011487,2028958136,"-","-","-","-",160278681,3309533,"-","-","-","-","-"
"BBAS3<XBSP>","1T2023","-",20.932358444,1.6780837102,13.512951558,"-","-","-","-","-","-","-","-",32557661,2114744204,"-","-","-","-",165321054,4211577,"-","-","-","-","-"
"BBAS3<XBSP>","2T2023","-",21.766807154,1.7354252117,14.192263818,"-","-","-","-","-","-","-","-",33287406,2103152343,"-","-","-","-",163928024,3752223,"-","-","-","-","-"
"BBAS3<XBSP>","3T2023","-",21.714032479,1.6463430282,14.240316324,"-","-","-","-","-","-","-","-",33584284,2248910547,"-","-","-","-",166187232,4323621,"-","-","-","-","-"
"BBAS3<XBSP>","4T2023","-",21.7284842,1.7310543846,13.968525451,"-","-","-","-","-","-","-","-",33818951,2172479983,"-","-","-","-",169365702,3710384,"-","-","-","-","-"
"BBAS3<XBSP>","1T2024","-",21.418640135,1.6634827093,13.801381048,"-","-","-","-","-","-","-","-",34394560,2305031353,"-","-","-","-",174210113,4810580,"-","-","-","-","-"
"BBAS3<XBSP>","2T2024","-",21.453275256,1.6508335549,13.647329189,"-","-","-","-","-","-","-","-",35005385,2362966326,"-","-","-","-",177561022,4269680,"-","-","-","-","-"
"BBAS3<XBSP>","3T2024","-",21.063053932,1.5984935716,14.510652895,"-","-","-","-","-","-","-","-",35528804,2469585909,"-","-","-","-",182341785,5077248,"-","-","-","-","-"
"BBAS3<XBSP>","4T2024","-",20.569058117,1.6063389092,13.418549069,"-","-","-","-","-","-","-","-",35439890,2433868331,"-","-","-","-",185571510,4501238,"-","-","-","-","-"
"CMIG4<XBSP>","4T2000",4.0286718775,5.3111811291,3.4801925678,11.975447577,18.50274972,1.2296092511,3468171,641707,488021,"-","-","-",414959,11934081,1693337000,584345,"-","-",7817533,2366,1117058,10512810,1129728,1701403,1389124000
"CMIG4<XBSP>","1T2001","-","-","-","-","-","-","-","-","-","-","-","-","-",12872669,1915992000,660152,"-","-",6632971,2506,1248504,11094723,"-",1908656,1386550000
"CMIG4<XBSP>","2T2001","-","-","-","-","-","-","-","-","-","-","-","-","-",13034505,2051096000,677383,"-","-",6659633,2658,1259217,11032094,"-",1936600,1307902000
"CMIG4<XBSP>","3T2001","-","-","-","-","-","-","-","-","-","-","-","-","-",13004841,2006112000,789969,"-","-",6450860,2773,1413376,11258136,"-",2203345,1672783000
"CMIG4<XBSP>","4T2001",5.0495567263,6.916859912,3.6204914679,10.424594168,18.462206502,1.236202273,4589771,847373,516348,"-","-","-",477929,13215471,1776150000,332317,"-","-",6902056,15317,2049606,11075550,1363721,2381923,1685835000
"CMIG4<XBSP>","1T2002",5.7322701798,9.9602006681,5.2247441425,14.528052609,20.276168182,"-",4893395,992193,"-","-","-","-",710386,13606695,1947594000,370574,"-","-",7122003,15554,1960827,11423875,"-",2331401,1725601000
"CMIG4<XBSP>","2T2002",-0.82723215656,-7.4178471278,-3.3506596514,-8.9179096905,-2.760304414,"-",4927500,-136014,"-","-","-","-",-431019,13114731,2276586000,437927,"-","-",5887520,36436,2324465,10851759,"-",2762392,2338079000
"CMIG4<XBSP>","3T2002",-0.26664216389,-8.6183072529,-3.4489666651,-8.6576091022,-0.83236049125,"-",5641546,-46958,"-","-","-","-",-478355,14161430,3066867000,944583,"-","-",5631811,35462,2598325,11623173,"-",3542908,3126935000
"CMIG4<XBSP>","4T2002",-3.1223459652,-17.749204104,-7.3365669877,-19.799412425,-10.688242357,954.29169105,5118662,-547095,550513,"-","-","-",-1001833,13813886,2960646000,834203,"-","-",5680883,29035,2550541,11564468,3418,3384744,3261769000
"CMIG4<XBSP>","1T2003",-3.9147944735,-18.461717205,-7.5734025249,-21.782191969,-14.21712847,"-",4967916,-706295,"-","-","-","-",-1070086,14288439,3052239000,949654,"-","-",5832690,28742,2666028,11907514,"-",3615682,3337342000
"CMIG4<XBSP>","2T2003",3.1047004143,6.8014783595,2.9312634538,7.8935078195,10.294179686,"-",5380827,553912,"-","-","-","-",428426,14489861,3119960000,679571,"-","-",6216459,28301,2493354,11775111,"-",3172925,2898564000
"CMIG4<XBSP>","3T2003",4.6454105309,14.715247779,6.5332553165,17.926103344,16.31720274,"-",5354153,873648,"-","-","-","-",962235,14690854,2966955000,981337,"-","-",6494159,28266,2478863,12412416,"-",3460200,3167380000
"CMIG4<XBSP>","4T2003",6.0776557437,18.174330842,7.9661143632,21.284590572,20.723320417,1.9695804915,5623317,1165338,570193,"-","-","-",1197642,15024891,3516816000,1587336,"-","-",6558569,27093,2271413,12654930,1735531,3858749,3418268000
"CMIG4<XBSP>","1T2004",7.6311116203,19.49612536,8.652066176,21.783427185,24.494747583,"-",6159545,1508765,"-","-","-","-",1342371,15507972,3620180000,1608299,"-","-",6854992,27196,2227407,13049015,"-",3835706,3388630000
"CMIG4<XBSP>","2T2004",7.9926244696,17.553423268,7.6642840444,18.819085667,24.485867753,"-",6475473.9777,1585575.9946,"-","-","-","-",1218991.9952,15900050,3885146000,1675044,"-","-",6915382,26996,2303563,13093073,"-",3978607,3381732000
"CMIG4<XBSP>","3T2004",8.3033859555,18.270980981,8.0350254258,19.78899035,24.461428152,"-",6666519.9886,1630725.9973,"-","-","-","-",1319319.9972,16418579,4060826000,1612733,"-","-",7193410,26985,2466112,12961931,"-",4078845,3070290000
"CMIG4<XBSP>","4T2004",8.7052431475,19.016643618,8.2405017153,19.366627754,24.598115408,1.4193792924,7140856,1756516,583652,"-","-","-",1384801,16782267,3986067000,1417291,"-","-",7251385,20892,2800518,13317268,2340168,4217809,3321586000
"CMIG4<XBSP>","1T2005",9.2304554387,20.970321019,9.2437353564,21.281692808,26.137450407,"-",7711567.0118,2015607.0033,"-","-","-","-",1643099.0022,17754208,3930822000,1507505,"-","-",7806106,19964,2733043,14412080,"-",4240548,3321737000
"CMIG4<XBSP>","2T2005",10.185362583,23.257805126,10.200745787,23.499099114,28.80027713,"-",7947177,2288809,"-","-","-","-",1869578,18307632,3474020000,968580,"-","-",8009974,19653,3544557,14831224,"-",4513137,3542169000
"CMIG4<XBSP>","3T2005",10.517733096,22.830348083,10.183605983,23.104234815,28.510935653,"-",8374534,2387658,"-","-","-","-",1937160,18999871,3704401000,984286,"-","-",8455584,19416,3671000,14982832,"-",4655286,3358362000
"CMIG4<XBSP>","4T2005",8.8319725619,27.798509068,10.094480302,24.317571195,22.359285353,1.4742867886,8235621,1841426,594598,594598,"-","-",2003399,19839585,5719682000,984931,"-","-",7184855,19499,3950602,13760699,2436024,4935533,3591398000
